cluster_7_0.061	PROK676439_PROK1.2.1.2.2.2.5	1.461086	0.00393199999999994	2	1	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|MINOR
cluster_7_0.061	PROK15546_PROK1.2.1.2.2.2.1	1.430481	0.0168110000000002	3	1	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK15521_PROK1.2.1.2.2.2.1	1.433087	0.0192350000000001	4	1	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK3326779_PROK1.2.1.2.2.2.1	1.430846	0.0192350000000001	4	1	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK210403_PROK1.2.1.2.2.2.1	1.422692	-1.04083408558608e-16	2	2	0.743000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK2966492_PROK1.2.1.2.2.2.1	1.41402	0.00240900000000011	4	3	0.968000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK4485118_PROK1.2.1.2.2.2.1	1.416259	0.00464800000000021	6	3	0.968000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK141768_PROK1.2.1.2.2.2.1	1.418499	0.00464800000000023	6	3	0.968000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK87713_PROK1.2.1.2.2.2.1	1.418496	0.00464800000000025	5	3	0.968000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK55901_PROK1.2.1.2.2.2.1	1.425257	0.01141	4	4	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK747670_PROK1.2.1.2.2.2.1	1.423021	0.0114100000000001	5	5	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK639429_PROK1.2.1.2.2.2.1	1.425257	0.01141	6	6	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK640318_PROK1.2.1.2.2.2.1	1.423021	0.0114100000000001	7	7	0.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK759504_PROK1.2.1.2.2.2.1	1.425259	0.0136480000000001	10	8	0.821000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK851616_PROK1.2.1.2.2.2.1	1.425259	0.0136480000000001	11	8	0.821000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK58281_PROK1.2.1.2.2.2.1	1.429734	0.0136480000000001	9	8	0.821000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK28293_PROK1.2.1.2.2.2.1	1.427493	0.0136480000000002	11	8	0.821000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK32537_PROK1.2.1.2.2.2.1	1.434265	0.0154980000000002	9	9	1.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_7_0.061	PROK525391_PROK1.2.1.2.2.1	1.523782	0.0995520000000002	10	10	0.993000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|UNCLASSIFIED
cluster_7_0.061	PROK15284_PROK1.2.1.2.5.1	1.561697	0.136931	11	11	0.883000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|ENTEROCOCCACEAE|UNCLASSIFIED
cluster_7_0.061	PROK15059_PROK1.2.1.2.4.1	1.593261	0.154499	13	12	midpoint	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|AEROCOCCACEAE|UNCLASSIFIED
cluster_7_0.061	PROK20210_PROK1.2.1.2.6.1	1.583635	0.16591	14	12	midpoint	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|CARNOBACTERIACEAE|UNCLASSIFIED
cluster_7_0.061	PROK15230_PROK1.2.1.2.1	1.643899	0.165910000000001	14	12	midpoint	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|UNCLASSIFIED
cluster_7_0.061	PROK15028_PROK1.2.1.1.12.1	1.618369	0.175813	14	13	0.928000	BACTERIA|FIRMICUTES|BACILLI|BACILLALES|LISTERIACEAE|UNCLASSIFIED
cluster_7_0.061	PROK14496_PROK1.2.1.1.1	1.626383	0.195047	15	13	0.928000	BACTERIA|FIRMICUTES|BACILLI|BACILLALES|UNCLASSIFIED
