cluster_10_0.086	PROK3673318_PROK1.2.1.2.2.2.1	1.17327161	0.00774570000000001	2	1	0.728000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK3875399_PROK1.2.1.2.2.2.1	1.17515967	0.00774584999999998	3	1	0.728000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK2487291_PROK1.2.1.2.2.2.1	1.17515987	0.0077458500000001	3	1	0.728000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK4485387_PROK1.2.1.2.2.2.1	1.21091672	0.0453909099999999	3	2	1.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK789973_PROK1.2.1.2.2.2.1	1.2109169	0.0453910599999997	4	2	1.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK851737_PROK1.2.1.2.2.2.1	1.21280483	0.0453911099999998	5	2	1.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK4485499_PROK1.2.1.2.2.2.1	1.21469194	0.0472783699999996	6	2	1.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK753092_PROK1.2.1.2.2.2.1	1.21280426	0.0472783699999997	6	2	1.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|STREPTOCOCCUS|UNCLASSIFIED
cluster_10_0.086	PROK525391_PROK1.2.1.2.2.1	1.25167767	0.0789917499999998	3	3	1.000000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|STREPTOCOCCACEAE|UNCLASSIFIED
cluster_10_0.086	PROK15284_PROK1.2.1.2.5.1	1.32151049	0.12352413	4	4	0.927000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|ENTEROCOCCACEAE|UNCLASSIFIED
cluster_10_0.086	PROK15059_PROK1.2.1.2.4.1	1.33882907	0.13834237	6	5	0.368000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|AEROCOCCACEAE|UNCLASSIFIED
cluster_10_0.086	PROK20210_PROK1.2.1.2.6.1	1.30955621	0.13834237	6	5	0.368000	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|CARNOBACTERIACEAE|UNCLASSIFIED
cluster_10_0.086	PROK15028_PROK1.2.1.1.12.1	1.37885386	0.1763325	7	6	1.000000	BACTERIA|FIRMICUTES|BACILLI|BACILLALES|LISTERIACEAE|UNCLASSIFIED
cluster_10_0.086	PROK14496_PROK1.2.1.1.1	1.38603114	0.18834007	8	6	1.000000	BACTERIA|FIRMICUTES|BACILLI|BACILLALES|UNCLASSIFIED
cluster_10_0.086	PROK262857_PROK1.2.1.1.5.1	1.4352231	0.2141149	9	6	1.000000	BACTERIA|FIRMICUTES|BACILLI|BACILLALES|STAPHYLOCOCCACEAE|UNCLASSIFIED
cluster_10_0.086	PROK20396_PROK1.2.1.4.1.1.1	1.50587797	0.2141149	9	6	1.000000	BACTERIA|FIRMICUTES|BACILLI|TURICIBACTERALES|TURICIBACTERACEAE|TURICIBACTER|UNCLASSIFIED
cluster_10_0.086	PROK15230_PROK1.2.1.2.1	1.36024288	0.17805392	7	7	midpoint	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|UNCLASSIFIED
cluster_10_0.086	PROK15153_PROK1.2.1.2.3.1	1.39199082	0.17805392	7	7	midpoint	BACTERIA|FIRMICUTES|BACILLI|LACTOBACILLALES|LACTOBACILLACEAE|UNCLASSIFIED
