cluster_1_0.554	PROK93553_PROK1.3.5.2.3.3.2	0.770769	0	1	1	0.760000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4453433_PROK1.3.5.2.3.3.2	0.773581	0.00281200000000004	2	2	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4334951_PROK1.3.5.2.3.3.2	0.774986	0.00281200000000003	4	3	0.860000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4354829_PROK1.3.5.2.3.3.2	0.774986	0.00281200000000003	4	3	0.860000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4298765_PROK1.3.5.2.3.3.2	0.776392	0.00421700000000004	4	4	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK1662808_PROK1.3.5.2.3.3.2	0.776392	0.00421700000000004	5	5	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK2982761_PROK1.3.5.2.3.3.2	0.77639	0.00421699999999999	6	6	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4420938_PROK1.3.5.2.3.3.2	0.776392	0.00421700000000004	7	7	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4335357_PROK1.3.5.2.3.3.2	0.776391	0.00421700000000002	8	8	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK3550312_PROK1.3.5.2.3.3.2	0.774986	0.00421700000000003	9	9	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4413589_PROK1.3.5.2.3.3.2	0.77639	0.00421699999999999	10	10	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4369446_PROK1.3.5.2.3.3.2	0.777794	0.00562099999999995	13	11	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK74909_PROK1.3.5.2.3.3.2	0.779216	0.00562099999999998	12	11	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4399625_PROK1.3.5.2.3.3.2	0.77639	0.00562099999999999	13	11	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4470468_PROK1.3.5.2.3.3.2	0.77639	0.00562099999999999	13	12	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4414233_PROK1.3.5.2.3.3.2	0.7792	0.00702599999999997	15	12	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4444059_PROK1.3.5.2.3.3.2	0.7792	0.00702599999999997	15	12	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4310072_PROK1.3.5.2.3.3.2	0.777795	0.00702599999999998	15	12	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4316778_PROK1.3.5.2.3.3.2	0.78061	0.00702599999999999	15	12	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK2909226_PROK1.3.5.2.3.3.2	0.7778	0.00421700000000001	13	13	0.844000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
cluster_1_0.554	PROK4296734_PROK1.3.5.2.3.3.2	0.77639	0.00562099999999999	14	14	0.000000	BACTERIA|PROTEOBACTERIA|EPSILONPROTEOBACTERIA|CAMPYLOBACTERALES|HELICOBACTERACEAE|HELICOBACTER|PYLORI
